timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
568360902,0,0.0,0.0,-0.014616797,-0.03546078,-0.09900698,-0.035031028,-0.02340852,0.3379954,0.0023663444,0.00017566541,0.000119310054,0.00061482214,2.4806237e-05,-5.8458263e-05,-0.00059875334,0.0025200087,-0.035628192,0.012684969,1.5384402,0.6718789,0.0,0.100203834,0.034410454,0.016742453,0.059336193,0.032821544,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568370895,0,0.0,0.0,-0.014597775,-0.035455745,-0.09899689,-0.035031028,-0.02340852,0.3379954,0.0023577772,0.00026449206,-0.00015805491,0.0003411326,2.4806237e-05,-5.8458263e-05,-0.00059875334,-0.02165366,-0.0044419,0.0024814308,1.5384434,0.6718789,0.0,0.10020028,0.033857126,0.016742453,0.05873832,0.03282153,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568380887,0,0.0,0.0,-0.014579707,-0.03545005,-0.09898777,-0.035031028,-0.02340852,0.3379954,0.0025490958,0.00036631507,-0.00027724032,0.00022559686,2.4806237e-05,-5.8458263e-05,-0.00059875334,0.027998202,0.0058832592,-0.020733781,1.5384434,0.6718789,0.0,0.10019904,0.03334283,0.01674245,0.05819835,0.03282151,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568400874,0,0.0,0.0,-0.0145429,-0.035436686,-0.09897036,-0.035031028,-0.02340852,0.3379954,0.0024615666,0.00033546594,-0.00017021541,0.00033972142,2.4806237e-05,-5.8458263e-05,-0.00059875334,0.026867984,-0.01177423,-0.0040958812,1.5384289,0.6718789,0.0,0.10019575,0.033278674,0.016742444,0.05812112,0.032821473,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568420859,0,0.0,0.0,-0.014505412,-0.035422616,-0.09895915,-0.035031028,-0.02340852,0.3379954,0.002284849,0.0006543408,-0.0009023095,-0.0003858344,2.4806237e-05,-5.8458263e-05,-0.00059875334,-0.06986338,0.113207616,-0.04511455,1.5384147,0.6718789,0.0,0.100194715,0.033217385,0.01674244,0.058059618,0.03282144,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568440844,0,0.0,0.0,-0.014466566,-0.03539902,-0.09894129,-0.035031028,-0.02340852,0.3379954,0.0029310691,0.00087517186,0.000333464,0.00085576007,2.4806237e-05,-5.8458263e-05,-0.00059875334,0.06703966,-0.051102504,0.065116875,1.5385705,0.6718789,0.0,0.10018709,0.03315892,0.016742434,0.058013782,0.032821406,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568460830,0,0.0,0.0,-0.014436399,-0.035372257,-0.098919936,-0.035031028,-0.02340852,0.3379954,0.0027834293,0.0012838624,-0.0002611402,0.000266381,2.4806237e-05,-5.8458263e-05,-0.00059875334,0.07969568,0.16171849,-0.010198558,1.5383699,0.6718789,0.0,0.10017787,0.033103257,0.016742429,0.05798172,0.03282137,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568480815,0,0.0,0.0,-0.01439944,-0.035340216,-0.09890002,-0.035031028,-0.02340852,0.3379954,0.00284348,0.0012270734,-7.493177e-05,0.00045741754,2.4806237e-05,-5.8458263e-05,-0.00059875334,-0.036056653,-0.008942206,-0.03568863,1.5386648,0.6718789,0.0,0.10017307,0.033050362,0.016742423,0.05796468,0.03282133,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568500801,0,0.0,0.0,-0.014374917,-0.03531306,-0.098885044,-0.035031028,-0.02340852,0.3379954,0.0020152256,0.0016667278,-0.0011086911,-0.0005722579,2.4806237e-05,-5.8458263e-05,-0.00059875334,-0.24798888,0.27166885,-0.23885475,1.5382663,0.6718789,0.0,0.10017103,0.03300022,0.016742418,0.05796078,0.032821298,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568520786,0,0.0,0.0,-0.0143404305,-0.035277918,-0.09887499,-0.035031028,-0.02340852,0.3379954,0.0027453767,0.00057687686,-0.0012499138,-0.00071007374,2.4806237e-05,-5.8458263e-05,-0.00059875334,-0.04817583,-0.15810876,-0.1681294,1.5383946,0.6718789,0.0,0.10017461,0.032952815,0.016742412,0.05796954,0.03282126,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568540772,0,0.0,0.0,-0.014307666,-0.03524338,-0.098872356,-0.035031028,-0.02340852,0.3379954,0.0021179686,0.0014054246,-0.00078988814,-0.00024713224,2.4806237e-05,-5.8458263e-05,-0.00059875334,-0.16089268,0.05249727,-0.014331639,1.5383934,0.6718789,0.0,0.100185156,0.032908127,0.016742405,0.057990957,0.032821227,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568560758,0,0.0,0.0,-0.014286986,-0.035209265,-0.09884878,-0.035031028,-0.02340852,0.3379954,0.0027245935,0.0013358472,0.0010705278,0.0016154905,2.4806237e-05,-5.8458263e-05,-0.00059875334,0.12250406,-0.09292206,0.3701518,1.5384235,0.6718789,0.0,0.10016801,0.032866158,0.016742397,0.05802342,0.032821193,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568580743,0,0.0,0.0,-0.014263708,-0.035164088,-0.09883489,-0.035031028,-0.02340852,0.3379954,0.0025946698,0.0019854468,0.0003871227,0.00093381753,2.4806237e-05,-5.8458263e-05,-0.00059875334,0.09473079,0.07967537,0.11450883,1.53844,0.6718789,0.0,0.100160435,0.032826874,0.016742392,0.05806715,0.032821164,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568600728,0,0.0,0.0,-0.0142368805,-0.035122305,-0.0988191,-0.035031028,-0.02340852,0.3379954,0.0027291875,0.0017764488,0.0002950034,0.0008429958,2.4806237e-05,-5.8458263e-05,-0.00059875334,-0.063559934,0.045016024,-0.07738276,1.5384207,0.6718789,0.0,0.10014465,0.032790285,0.016742386,0.058118574,0.03282113,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
568620713,0,0.0,0.0,-0.014223403,-0.035081476,-0.098801516,-0.035031028,-0.02340852,0.3379954,0.0020714514,0.0023094525,0.00012555366,0.00067424745,2.4806237e-05,-5.8458263e-05,-0.00059875334,0.111170895,0.10798532,0.05693211,1.5384755,0.6718789,0.0,0.10014061,0.03275632,0.016742377,0.058179528,0.0328211,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
