0.000000000000000000e+00 0.000000000000000000e+00 7.573320000000000718e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.935314474379497538e-05 8.106128469399098233e-06 7.573317279325220142e+00 2.731981402971851402e-05 6.551978556184650171e-04 -3.033070865392682659e-04
2.714071070065292193e-04 3.063731180543222067e-05 7.573308424588617527e+00 1.224035421598544595e-04 2.169309237655096031e-03 -1.747127319770766084e-03
3.866546551342484473e-04 7.037499762984289963e-05 7.573289439663437150e+00 2.542422335210765090e-04 3.526018738519325676e-03 -3.177188642842600826e-03
2.623907983903608627e-04 1.288517459393509273e-04 7.573255496355614902e+00 3.886675248353871023e-04 4.487547185001197238e-03 -4.282491522194001830e-03
-2.844984608234911276e-04 2.126567973141108166e-04 7.573200111305902205e+00 5.100160318088466441e-04 5.407213642535174496e-03 -4.991467383752250762e-03
-1.528529321955025833e-03 3.850279521339013155e-04 7.573105572120829798e+00 6.223869915684507748e-04 6.344749481585686482e-03 -5.057294851607218276e-03
-4.952255583051135175e-03 1.175477758765124808e-03 7.572851845440597529e+00 7.783757747513827185e-04 6.666262411436212412e-03 -4.877063086061978782e-03
-1.394565200785642840e-02 6.390009070176940961e-03 7.571446103947149453e+00 1.121580274024365324e-03 6.191917737530082053e-03 -4.639918364554678799e-03
-2.271015757866770915e-02 3.059922483455567582e-02 7.562625962270709934e+00 1.681282253196063380e-03 5.369144449869155990e-03 -4.220806659830141604e-03
-2.846993404946279033e-02 6.236361985993862239e-02 7.538282735423202929e+00 2.405441728014443784e-03 4.607673318703536282e-03 -3.828150975509713155e-03
-3.511536393047976629e-02 6.268353475430618604e-02 7.532417231498662602e+00 3.173853573934785465e-03 3.778633502369138468e-03 -3.459063898514251785e-03
-4.025768743565971697e-02 6.408751850347005341e-02 7.517216786098503967e+00 3.667403231175395736e-03 2.953843822606957211e-03 -3.023903362591489480e-03
-4.416302790078761170e-02 6.463143015750001663e-02 7.505437837218614128e+00 3.562610363959190386e-03 2.165348551908880242e-03 -2.544311577459271428e-03
-4.671084124706065960e-02 6.513882161683913485e-02 7.495347132168627802e+00 2.779476110644701209e-03 1.501168301852808147e-03 -2.126264984682140185e-03
-4.794879142351194529e-02 6.619105718082630985e-02 7.486211056280621001e+00 1.599020927804278977e-03 1.005511757683243785e-03 -1.880906663363807359e-03
-4.797750214872806285e-02 6.794775315850830333e-02 7.477943739766151232e+00 3.602433908668949483e-04 6.746351648840504586e-04 -1.970463722660892054e-03
-4.692365838983942467e-02 7.035649200000011760e-02 7.470791181713938300e+00 -5.517994319874862082e-04 4.462260757474886645e-04 -2.314403008864142092e-03
-4.493182490945899638e-02 7.328401660455668987e-02 7.465151327751368804e+00 -8.694662845888556819e-04 2.561536564194527143e-04 -2.782315839036836151e-03
-4.216479669971964772e-02 7.658883320569759290e-02 7.461464445076265051e+00 -4.455905118897634273e-04 2.423377791843056941e-05 -3.213559935084282955e-03
-3.880821849619546515e-02 8.015649053916960864e-02 7.460136124581106642e+00 4.759035207751810223e-04 -2.734823263317298896e-04 -3.303778795542377470e-03
-3.507244957517643286e-02 8.391458337854269811e-02 7.461464729728964684e+00 1.635614403185276476e-03 -6.509638468219847759e-04 -2.950994779743066308e-03
-3.118664262710577756e-02 8.782783621532347373e-02 7.465599200665828938e+00 2.774837476883163651e-03 -1.069641686780426230e-03 -2.245393304677283011e-03
-2.738015188372537947e-02 9.188430783321403783e-02 7.472514623984040760e+00 3.684000224993900455e-03 -1.496639942044740521e-03 -1.310756932617788062e-03
-2.385631613945898843e-02 9.607730176482465190e-02 7.482015216935510971e+00 4.288071852049586338e-03 -1.978705870625614878e-03 -1.840297039936993236e-04
-2.077149136462206475e-02 1.003835082844355964e-01 7.493747079462011129e+00 4.391384395251630816e-03 -2.388413102049730466e-03 9.153342468144567458e-04
-1.822228217826379892e-02 1.047490353604955682e-01 7.507250323037011341e+00 4.047026867968464038e-03 -2.668383873443173557e-03 1.756080173788377493e-03
-1.624844970197771715e-02 1.090749038087974326e-01 7.522004626424138252e+00 3.387153932133759888e-03 -2.814058741082525131e-03 2.127526695683441219e-03
-1.484211500789790056e-02 1.132080329499858262e-01 7.537457776896151707e+00 2.519707241658298777e-03 -2.730936585567799758e-03 1.906472694210882774e-03
-1.395818950514765046e-02 1.169463956225935547e-01 7.553084539053238622e+00 1.595065368904355742e-03 -2.420368247400022776e-03 1.167622600511906148e-03
-1.352866189751597906e-02 1.200490542177203301e-01 7.568407719820672064e+00 7.307865454935360628e-04 -1.906975877797429568e-03 8.256415975548747545e-05
-1.347703093274873337e-02 1.222579150147882210e-01 7.583012853187194757e+00 2.270840465558483789e-05 -1.243885150631944330e-03 -9.436403312090352801e-04
-1.373174905644772466e-02 1.233305818803538817e-01 7.596572635561103404e+00 -5.598486128774851417e-04 -5.018040865174544507e-04 -1.621746557884032672e-03
-1.423663396449906422e-02 1.230746074946746094e-01 7.608846914275620321e+00 -1.097947191873614378e-03 2.268656363025970150e-04 -1.833263232896794638e-03
-1.495594935205699430e-02 1.213775842369839986e-01 7.619672627001247811e+00 -1.699829184093203278e-03 8.487603692790870709e-04 -1.630338900298623685e-03
-1.587209264371117895e-02 1.182282846384806047e-01 7.628950568481416283e+00 -2.487854190107185483e-03 1.330529570764844892e-03 -1.149849939160376951e-03
-1.697768365429555559e-02 1.137246887886138036e-01 7.636652874311402606e+00 -3.244437528260163232e-03 1.568379670565455547e-03 -5.522713265316027669e-04
-1.826761509534499672e-02 1.080726879245049038e-01 7.642803014848491117e+00 -3.913591388801584796e-03 1.573640039639108900e-03 6.179048707509612014e-05
-1.973688852423729698e-02 1.015718311668181439e-01 7.647479884935238559e+00 -4.518852135080402878e-03 1.472032616619172460e-03 6.190218743470555672e-04
-2.138259793270447587e-02 9.458604187894076309e-02 7.650816739503794928e+00 -4.767117717701226977e-03 1.350869829971607051e-03 9.043747018620809305e-04
-2.320500997206458027e-02 8.751509270671860297e-02 7.652977109595483718e+00 -4.596451755864883366e-03 1.257217107215008933e-03 7.584627859004519244e-04
-2.520675355148686153e-02 8.076210595159966088e-02 7.654134372271876430e+00 -4.106882434643752480e-03 1.171321625711812132e-03 2.582568015517584543e-04
-2.738980875831647718e-02 7.469958297671039360e-02 7.654451514444212457e+00 -3.473039633593213299e-03 1.034399125015545307e-03 -3.561431765702440574e-04
-2.975085103752188320e-02 6.963854176575175192e-02 7.654064317944386353e+00 -2.921692765056454859e-03 7.847221167681167273e-04 -8.158782071022742648e-04
-3.227493980162960546e-02 6.580543307389637164e-02 7.653073292578262965e+00 -2.485032722639491515e-03 4.071119773077277321e-04 -8.983118330579023363e-04
-3.492718741890865619e-02 6.332743252117691013e-02 7.651545332645879327e+00 -2.181563283095779970e-03 -7.633131109892381467e-05 -5.301297580594999982e-04
-3.764287786359488130e-02 6.223145658549346371e-02 7.649522212684999545e+00 -2.004272255403245946e-03 -5.869052961920645604e-04 2.564134793709407691e-04
-4.032128966889021032e-02 6.245148651493986208e-02 7.647033321914998183e+00 -1.800562650604454551e-03 -9.439871958441208412e-04 1.215851932264180781e-03
