-1.202585307474385648e-02 8.867368022012789286e-02 7.572791307021081941e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.091796279101012526e-02 8.843667592774605291e-02 7.572796377419181546e+00 3.606461653414419293e-04 -1.308969854119257847e-03 -6.771309343013658642e-05
-8.798574091522714732e-03 8.798994600047399528e-02 7.572806830241670006e+00 1.410130582481194678e-03 -3.823377846643171568e-03 -4.170986854773200037e-04
-2.200796175394935644e-03 8.719733369630232322e-02 7.572829695454783128e+00 2.637875241481300696e-03 -5.461125625807903596e-03 -1.022129369271703586e-03
3.973600230644098313e-02 8.460728644181612912e-02 7.572925171862419980e+00 4.039951849708311483e-03 -3.793925184346369842e-03 -1.810037999448742101e-03
6.232805843398818435e-02 8.069778850130303327e-02 7.573050019390378473e+00 4.260517419087123635e-03 -2.260675339995886664e-03 -3.770416887249715930e-03
6.316666375442792081e-02 7.158071318525340010e-02 7.574271562141503544e+00 4.185377355017523733e-03 -1.023680461970467642e-03 -5.391439703076809052e-03
6.389412687174353400e-02 7.144856749972043619e-02 7.592670890214415991e+00 4.168841770811335286e-03 -5.183471383058391554e-05 -4.675932035787326059e-03
6.363064081363013769e-02 7.501432658091769512e-02 7.624682143221390263e+00 3.750146382747891749e-03 4.438043271517596840e-04 -3.073643460528999085e-03
6.097713711228853334e-02 7.808017931256340527e-02 7.625321788027560110e+00 2.710782955910244311e-03 7.318872887830701239e-04 -1.760594386493276710e-03
5.643067131371506256e-02 8.018884628453015750e-02 7.616835315948164542e+00 1.069383870625071091e-03 1.331142480330566339e-03 -7.578767120783549320e-04
4.985278597154399471e-02 8.185971658917887139e-02 7.614960611370698018e+00 -6.174197535530148197e-04 2.081859536807687417e-03 -4.942051448201565745e-04
4.154506365105542498e-02 8.277275908118326975e-02 7.606311987572827782e+00 -1.761731998067149431e-03 2.851438352065543361e-03 -1.055379407574262920e-03
3.201515143985474848e-02 8.272274252365056924e-02 7.599903734544904310e+00 -2.260550650350325735e-03 3.313620494894432486e-03 -2.063311247740250154e-03
2.150270466644870621e-02 8.177397970532390703e-02 7.594147869261315797e+00 -2.534552874354719949e-03 3.322133602991957698e-03 -2.742807046940336918e-03
1.064573923482224974e-02 7.994593414919026753e-02 7.588576433164292645e+00 -3.770890653711513572e-03 3.005256476901772399e-03 -2.348895490712619993e-03
-1.353786112869768922e-04 7.741200125380884312e-02 7.583045137501956745e+00 -5.787916371750521580e-03 2.296933138774128174e-03 -9.256394800181090479e-04
-1.038900399438646462e-02 7.423905229863073107e-02 7.577524166169413711e+00 -8.093654254878677665e-03 1.661064460398549002e-03 8.931196332619999656e-04
-1.999204129551792469e-02 7.054024793644209090e-02 7.572027494918205370e+00 -1.033149834768870047e-02 1.712768907107485843e-03 2.347642300801119734e-03
-2.864482567339976526e-02 6.661396024878508959e-02 7.566564364315397917e+00 -1.109601357329184634e-02 2.045719724447688133e-03 2.800386437979572075e-03
-3.627226819775765387e-02 6.280029665687143769e-02 7.561203702167735408e+00 -1.067452278988165193e-02 2.150396312865896116e-03 2.241031702628990679e-03
-4.269409863774797920e-02 5.929784102223899928e-02 7.556042588048508257e+00 -9.570146614860351730e-03 1.694703006696338891e-03 1.297562302467383105e-03
-4.780365927122161296e-02 5.618556134891668913e-02 7.551193165637124061e+00 -8.082127198992785505e-03 4.947548532139101410e-04 9.049234390753019101e-04
-5.153154447297036977e-02 5.342088447804655554e-02 7.546779016335305457e+00 -6.548330972000449522e-03 -1.467742437658188948e-03 1.700617396581042932e-03
-5.408095165366236939e-02 5.092917732489329885e-02 7.542911730428236261e+00 -4.613296447581463448e-03 -3.160441723717867697e-03 3.207797094518486433e-03
-5.567125101107378571e-02 4.864223558454997681e-02 7.539644602638449378e+00 -2.614313121073753941e-03 -4.136458076741643397e-03 4.865396420792367227e-03
-5.656616480285679011e-02 4.638374471126636978e-02 7.536955839899664333e+00 -1.053807079909152350e-03 -4.401779460205130709e-03 6.116680344817282573e-03
-5.694678563747538474e-02 4.403210097206132490e-02 7.534761491308976211e+00 -2.207176701503625518e-04 -4.194983274047758663e-03 6.580504634465074269e-03
